"name"	"rcor_and_trim"	"PASA_Settings"	"number_of_alignments"	"Alignment_kind"	"total_counts"	"Total_mRNA"	"No_fussion_mRNA"	"percent_fused"
"221"	"PASA_rcor-only_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-90.0"	100	"EndToEnd.compreh"	14561	4940	2701	0.546761133603239
"222"	"PASA_rcor-only_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-90.0"	100	"Local.compreh"	14523	4924	2697	0.547725426482535
"223"	"PASA_rcor-only_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-90.0"	15	"EndToEnd.compreh"	14471	4939	2704	0.547479246811095
"224"	"PASA_rcor-only_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_15_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-90.0"	15	"Local.compreh"	14430	4936	2702	0.54740680713128
"225"	"PASA_rcor-only_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-90.0"	5	"EndToEnd.compreh"	14643	4924	2694	0.547116165718928
"226"	"PASA_rcor-only_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_5_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-90.0"	5	"Local.compreh"	14613	4910	2690	0.54786150712831
"227"	"PASA_rcor-only_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_EndToEnd.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-90.0"	50	"EndToEnd.compreh"	14574	4935	2701	0.547315096251267
"228"	"PASA_rcor-only_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_50_Local.compreh_init_build"	"rcor-only"	"stringent-alignment-overlap-90.0"	50	"Local.compreh"	14516	4926	2697	0.547503045066991
"229"	"PASA_trim-only_gene-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-10.0"	1	"EndToEnd.compreh"	12582	5287	2939	0.555891810100246
"230"	"PASA_trim-only_gene-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-10.0"	10	"EndToEnd.compreh"	12908	5383	2972	0.552108489689764
"231"	"PASA_trim-only_gene-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-10.0"	100	"EndToEnd.compreh"	12855	5395	2982	0.552734012974977
"232"	"PASA_trim-only_gene-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-20.0"	1	"EndToEnd.compreh"	12735	5256	2951	0.561453576864536
"233"	"PASA_trim-only_gene-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-20.0"	10	"EndToEnd.compreh"	13069	5352	2985	0.557735426008969
"234"	"PASA_trim-only_gene-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-20.0"	100	"EndToEnd.compreh"	13011	5365	2995	0.558247903075489
"235"	"PASA_trim-only_gene-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-30.0"	1	"EndToEnd.compreh"	12897	5232	2960	0.565749235474006
"236"	"PASA_trim-only_gene-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-30.0"	10	"EndToEnd.compreh"	13239	5325	2993	0.562065727699531
"237"	"PASA_trim-only_gene-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-30.0"	100	"EndToEnd.compreh"	13182	5339	3003	0.56246488106387
"238"	"PASA_trim-only_gene-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-40.0"	1	"EndToEnd.compreh"	13122	5204	2951	0.56706379707917
"239"	"PASA_trim-only_gene-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-40.0"	10	"EndToEnd.compreh"	13469	5297	2986	0.563715310553143
"240"	"PASA_trim-only_gene-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-40.0"	100	"EndToEnd.compreh"	13418	5311	2996	0.564112219920919
"241"	"PASA_trim-only_gene-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-50.0"	1	"EndToEnd.compreh"	13384	5160	2956	0.572868217054264
"242"	"PASA_trim-only_gene-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-50.0"	10	"EndToEnd.compreh"	13732	5255	2989	0.568791627021884
"243"	"PASA_trim-only_gene-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-50.0"	100	"EndToEnd.compreh"	13677	5267	2999	0.569394342130245
"244"	"PASA_trim-only_gene-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-60.0"	1	"EndToEnd.compreh"	13707	5130	2952	0.575438596491228
"245"	"PASA_trim-only_gene-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-60.0"	10	"EndToEnd.compreh"	14070	5221	2982	0.571154951158782
"246"	"PASA_trim-only_gene-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-60.0"	100	"EndToEnd.compreh"	14016	5232	2992	0.571865443425077
"247"	"PASA_trim-only_gene-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-70.0"	1	"EndToEnd.compreh"	14153	5088	2924	0.574685534591195
"248"	"PASA_trim-only_gene-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-70.0"	10	"EndToEnd.compreh"	14513	5179	2952	0.569994207375941
"249"	"PASA_trim-only_gene-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-70.0"	100	"EndToEnd.compreh"	14454	5190	2962	0.570712909441233
"250"	"PASA_trim-only_gene-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-80.0"	1	"EndToEnd.compreh"	14850	5031	2856	0.56768038163387
"251"	"PASA_trim-only_gene-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-80.0"	10	"EndToEnd.compreh"	15216	5119	2884	0.563391287360813
"252"	"PASA_trim-only_gene-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-80.0"	100	"EndToEnd.compreh"	15159	5128	2893	0.564157566302652
"253"	"PASA_trim-only_gene-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-90.0"	1	"EndToEnd.compreh"	16016	5080	2859	0.562795275590551
"254"	"PASA_trim-only_gene-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-90.0"	10	"EndToEnd.compreh"	16395	5167	2884	0.55815753822334
"255"	"PASA_trim-only_gene-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"gene-overlap-90.0"	100	"EndToEnd.compreh"	16334	5175	2892	0.558840579710145
"256"	"PASA_trim-only_minimal-overlap_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"minimal-overlap"	1	"EndToEnd.compreh"	10612	5353	2472	0.461797123108537
"257"	"PASA_trim-only_minimal-overlap_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"minimal-overlap"	10	"EndToEnd.compreh"	10851	5440	2483	0.456433823529412
"258"	"PASA_trim-only_minimal-overlap_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"minimal-overlap"	100	"EndToEnd.compreh"	10797	5452	2492	0.457079970652971
"259"	"PASA_trim-only_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-10.0"	1	"EndToEnd.compreh"	13162	4876	2662	0.545939294503691
"260"	"PASA_trim-only_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-10.0"	10	"EndToEnd.compreh"	13524	4953	2682	0.541490006056935
"261"	"PASA_trim-only_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-10.0"	100	"EndToEnd.compreh"	13466	4962	2692	0.542523176138654
"262"	"PASA_trim-only_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-20.0"	1	"EndToEnd.compreh"	13513	4843	2676	0.552550072269255
"263"	"PASA_trim-only_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-20.0"	10	"EndToEnd.compreh"	13885	4922	2693	0.547135310849248
"264"	"PASA_trim-only_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-20.0"	100	"EndToEnd.compreh"	13836	4930	2703	0.548275862068966
"265"	"PASA_trim-only_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-30.0"	1	"EndToEnd.compreh"	13545	4835	2678	0.55387797311272
"266"	"PASA_trim-only_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-30.0"	10	"EndToEnd.compreh"	13923	4912	2694	0.548452768729642
"267"	"PASA_trim-only_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-30.0"	100	"EndToEnd.compreh"	13872	4920	2704	0.549593495934959
"268"	"PASA_trim-only_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-40.0"	1	"EndToEnd.compreh"	13584	4827	2676	0.554381603480423
"269"	"PASA_trim-only_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-40.0"	10	"EndToEnd.compreh"	13967	4903	2693	0.549255557821742
"270"	"PASA_trim-only_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-40.0"	100	"EndToEnd.compreh"	13915	4911	2703	0.550397067806964
"271"	"PASA_trim-only_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-50.0"	1	"EndToEnd.compreh"	13629	4817	2671	0.554494498650612
"272"	"PASA_trim-only_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-50.0"	10	"EndToEnd.compreh"	14010	4892	2688	0.549468520032706
"273"	"PASA_trim-only_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-50.0"	100	"EndToEnd.compreh"	13954	4900	2698	0.550612244897959
"274"	"PASA_trim-only_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-60.0"	1	"EndToEnd.compreh"	13662	4813	2669	0.554539788073966
"275"	"PASA_trim-only_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-60.0"	10	"EndToEnd.compreh"	14051	4885	2686	0.549846468781986
"276"	"PASA_trim-only_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-60.0"	100	"EndToEnd.compreh"	13991	4893	2696	0.550991211935418
"277"	"PASA_trim-only_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-70.0"	1	"EndToEnd.compreh"	13707	4805	2667	0.555046826222685
"278"	"PASA_trim-only_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-70.0"	10	"EndToEnd.compreh"	14107	4876	2684	0.55045118949959
"279"	"PASA_trim-only_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-70.0"	100	"EndToEnd.compreh"	14042	4884	2694	0.551597051597052
"280"	"PASA_trim-only_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-80.0"	1	"EndToEnd.compreh"	13771	4806	2672	0.555971702039118
"281"	"PASA_trim-only_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-80.0"	10	"EndToEnd.compreh"	14171	4877	2689	0.55136354316178
"282"	"PASA_trim-only_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-80.0"	100	"EndToEnd.compreh"	14107	4885	2699	0.552507676560901
"283"	"PASA_trim-only_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-90.0"	1	"EndToEnd.compreh"	13857	4802	2669	0.555810079133694
"284"	"PASA_trim-only_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-90.0"	10	"EndToEnd.compreh"	14254	4878	2687	0.550840508405084
"285"	"PASA_trim-only_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-only"	"stringent-alignment-overlap-90.0"	100	"EndToEnd.compreh"	14179	4883	2699	0.552733975015359
"286"	"PASA_trim-rcor_gene-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-10.0"	1	"EndToEnd.compreh"	13069	5280	2994	0.567045454545455
"287"	"PASA_trim-rcor_gene-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-10.0"	10	"EndToEnd.compreh"	13437	5374	3020	0.561965016747302
"288"	"PASA_trim-rcor_gene-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-10.0"	100	"EndToEnd.compreh"	13431	5368	3021	0.562779433681073
"289"	"PASA_trim-rcor_gene-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-20.0"	1	"EndToEnd.compreh"	13220	5250	3009	0.573142857142857
"290"	"PASA_trim-rcor_gene-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-20.0"	10	"EndToEnd.compreh"	13595	5344	3036	0.56811377245509
"291"	"PASA_trim-rcor_gene-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-20.0"	100	"EndToEnd.compreh"	13585	5338	3037	0.568939677781941
"292"	"PASA_trim-rcor_gene-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-30.0"	1	"EndToEnd.compreh"	13414	5225	3015	0.577033492822966
"293"	"PASA_trim-rcor_gene-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-30.0"	10	"EndToEnd.compreh"	13802	5314	3043	0.572638313887843
"294"	"PASA_trim-rcor_gene-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-30.0"	100	"EndToEnd.compreh"	13788	5310	3043	0.573069679849341
"295"	"PASA_trim-rcor_gene-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-40.0"	1	"EndToEnd.compreh"	13621	5189	3011	0.580265947195992
"296"	"PASA_trim-rcor_gene-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-40.0"	10	"EndToEnd.compreh"	14013	5279	3038	0.575487781776852
"297"	"PASA_trim-rcor_gene-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-40.0"	100	"EndToEnd.compreh"	14002	5274	3039	0.576222980659841
"298"	"PASA_trim-rcor_gene-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-50.0"	1	"EndToEnd.compreh"	13876	5161	3010	0.583220306142221
"299"	"PASA_trim-rcor_gene-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-50.0"	10	"EndToEnd.compreh"	14288	5247	3036	0.578616352201258
"300"	"PASA_trim-rcor_gene-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-50.0"	100	"EndToEnd.compreh"	14269	5240	3037	0.579580152671756
"301"	"PASA_trim-rcor_gene-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-60.0"	1	"EndToEnd.compreh"	14232	5120	2987	0.5833984375
"302"	"PASA_trim-rcor_gene-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-60.0"	10	"EndToEnd.compreh"	14639	5203	3012	0.578896790313281
"303"	"PASA_trim-rcor_gene-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-60.0"	100	"EndToEnd.compreh"	14627	5196	3013	0.579869130100077
"304"	"PASA_trim-rcor_gene-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-70.0"	1	"EndToEnd.compreh"	14711	5084	2963	0.582808811959087
"305"	"PASA_trim-rcor_gene-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-70.0"	10	"EndToEnd.compreh"	15117	5166	2985	0.577816492450639
"306"	"PASA_trim-rcor_gene-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-70.0"	100	"EndToEnd.compreh"	15106	5159	2987	0.578988176003101
"307"	"PASA_trim-rcor_gene-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-80.0"	1	"EndToEnd.compreh"	15427	5049	2916	0.577540106951872
"308"	"PASA_trim-rcor_gene-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-80.0"	10	"EndToEnd.compreh"	15839	5127	2931	0.571679344645992
"309"	"PASA_trim-rcor_gene-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-80.0"	100	"EndToEnd.compreh"	15827	5121	2934	0.572934973637961
"310"	"PASA_trim-rcor_gene-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-90.0"	1	"EndToEnd.compreh"	16617	5115	2932	0.573216031280547
"311"	"PASA_trim-rcor_gene-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-90.0"	10	"EndToEnd.compreh"	17039	5190	2943	0.567052023121387
"312"	"PASA_trim-rcor_gene-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"gene-overlap-90.0"	100	"EndToEnd.compreh"	17026	5185	2948	0.568563162970106
"313"	"PASA_trim-rcor_minimal-overlap_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"minimal-overlap"	1	"EndToEnd.compreh"	10988	5336	2533	0.474700149925038
"314"	"PASA_trim-rcor_minimal-overlap_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"minimal-overlap"	10	"EndToEnd.compreh"	11302	5438	2549	0.468738506803972
"315"	"PASA_trim-rcor_minimal-overlap_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"minimal-overlap"	100	"EndToEnd.compreh"	11296	5429	2546	0.46896297660711
"316"	"PASA_trim-rcor_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-10.0"	1	"EndToEnd.compreh"	13632	4887	2728	0.558215674237774
"317"	"PASA_trim-rcor_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-10.0"	10	"EndToEnd.compreh"	14071	4960	2745	0.553427419354839
"318"	"PASA_trim-rcor_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-10.0"	100	"EndToEnd.compreh"	14072	4960	2747	0.55383064516129
"319"	"PASA_trim-rcor_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-20.0"	1	"EndToEnd.compreh"	13791	4862	2741	0.563759769642123
"320"	"PASA_trim-rcor_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-20.0"	10	"EndToEnd.compreh"	14246	4934	2755	0.55837049047426
"321"	"PASA_trim-rcor_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-20.0"	100	"EndToEnd.compreh"	14252	4932	2760	0.559610705596107
"322"	"PASA_trim-rcor_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-30.0"	1	"EndToEnd.compreh"	13828	4853	2738	0.564187100762415
"323"	"PASA_trim-rcor_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-30.0"	10	"EndToEnd.compreh"	14288	4924	2752	0.55889520714866
"324"	"PASA_trim-rcor_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-30.0"	100	"EndToEnd.compreh"	14291	4921	2758	0.560455192034139
"325"	"PASA_trim-rcor_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-40.0"	1	"EndToEnd.compreh"	13856	4848	2737	0.564562706270627
"326"	"PASA_trim-rcor_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-40.0"	10	"EndToEnd.compreh"	14321	4917	2748	0.558877364246492
"327"	"PASA_trim-rcor_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-40.0"	100	"EndToEnd.compreh"	14320	4914	2754	0.56043956043956
"328"	"PASA_trim-rcor_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-50.0"	1	"EndToEnd.compreh"	13885	4839	2730	0.564166150030998
